id,time,values
4,2023:02:12 21:37:58,253.3
5,2023:02:12 21:37:58,479.5
1,2023:02:12 21:41:18,559.5
2,2023:02:12 21:41:18,77.6
3,2023:02:12 21:41:18,185.4
4,2023:02:12 21:41:18,239.1
5,2023:02:12 21:41:18,384.6
1,2023:02:12 21:44:38,415.1
2,2023:02:12 21:44:38,380.3
3,2023:02:12 21:44:38,476.0
4,2023:02:12 21:44:38,244.1
5,2023:02:12 21:44:38,157.1
1,2023:02:12 21:47:58,434.7
2,2023:02:12 21:47:58,593.2
3,2023:02:12 21:47:58,488.0
4,2023:02:12 21:47:58,150.5
5,2023:02:12 21:47:58,411.0
1,2023:02:12 21:51:18,465.0
2,2023:02:12 21:51:18,534.8
3,2023:02:12 21:51:18,133.8
4,2023:02:12 21:51:18,258.4
5,2023:02:12 21:51:18,23.5
1,2023:02:12 21:54:38,269.2
2,2023:02:12 21:54:38,170.2
3,2023:02:12 21:54:38,97.7
4,2023:02:12 21:54:38,598.1
5,2023:02:12 21:54:38,191.1
1,2023:02:12 21:57:58,223.6
2,2023:02:12 21:57:58,451.3
3,2023:02:12 21:57:58,139.3
4,2023:02:12 21:57:58,298.2
5,2023:02:12 21:57:58,83.5
1,2023:02:12 22:01:18,433.6
2,2023:02:12 22:01:18,69.1
3,2023:02:12 22:01:18,199.0
4,2023:02:12 22:01:18,402.0
5,2023:02:12 22:01:18,438.6
1,2023:02:12 22:04:38,540.3
2,2023:02:12 22:04:38,62.5
3,2023:02:12 22:04:38,242.1
4,2023:02:12 22:04:38,547.8
5,2023:02:12 22:04:38,511.6
1,2023:02:12 22:07:58,239.8
2,2023:02:12 22:07:58,304.0
3,2023:02:12 22:07:58,379.8
4,2023:02:12 22:07:58,421.4
5,2023:02:12 22:07:58,579.3
1,2023:02:12 22:11:18,33.3
2,2023:02:12 22:11:18,327.5
3,2023:02:12 22:11:18,29.8
4,2023:02:12 22:11:18,577.5
5,2023:02:12 22:11:18,410.7
1,2023:02:12 22:14:38,428.8
2,2023:02:12 22:14:38,318.5
3,2023:02:12 22:14:38,145.3
4,2023:02:12 22:14:38,577.0
5,2023:02:12 22:14:38,224.1
1,2023:02:12 22:17:58,256.1
2,2023:02:12 22:17:58,293.2
3,2023:02:12 22:17:58,185.4
4,2023:02:12 22:17:58,529.8
5,2023:02:12 22:17:58,152.4
1,2023:02:12 22:21:18,179.5
2,2023:02:12 22:21:18,385.2
3,2023:02:12 22:21:18,542.3
4,2023:02:12 22:21:18,152.1
5,2023:02:12 22:21:18,85.4
1,2023:02:12 22:24:38,334.1
2,2023:02:12 22:24:38,44.8
3,2023:02:12 22:24:38,516.7
4,2023:02:12 22:24:38,0.8
5,2023:02:12 22:24:38,333.4
1,2023:02:12 22:27:58,2.2
2,2023:02:12 22:27:58,238.3
3,2023:02:12 22:27:58,184.7
4,2023:02:12 22:27:58,202.1
5,2023:02:12 22:27:58,221.8
1,2023:02:12 22:31:18,212.8
2,2023:02:12 22:31:18,275.1
3,2023:02:12 22:31:18,411.6
4,2023:02:12 22:31:18,341.7
5,2023:02:12 22:31:18,149.8
1,2023:02:12 22:34:38,201.6
2,2023:02:12 22:34:38,69.3
3,2023:02:12 22:34:38,182.3
4,2023:02:12 22:34:38,303.2
5,2023:02:12 22:34:38,99.7
1,2023:02:12 22:37:58,95.5
2,2023:02:12 22:37:58,400.3
3,2023:02:12 22:37:58,172.6
4,2023:02:12 22:37:58,41.7
5,2023:02:12 22:37:58,314.1
1,2023:02:12 22:41:18,224.8
2,2023:02:12 22:41:18,552.5
3,2023:02:12 22:41:18,170.8
4,2023:02:12 22:41:18,535.0
5,2023:02:12 22:41:18,397.2
1,2023:02:12 22:44:38,101.7
2,2023:02:12 22:44:38,303.8
3,2023:02:12 22:44:38,105.5
4,2023:02:12 22:44:38,379.3
5,2023:02:12 22:44:38,279.5
1,2023:02:12 22:47:58,144.3
2,2023:02:12 22:47:58,494.1
3,2023:02:12 22:47:58,347.4
4,2023:02:12 22:47:58,273.1
5,2023:02:12 22:47:58,14.2
1,2023:02:12 22:51:18,299.0
2,2023:02:12 22:51:18,81.0
3,2023:02:12 22:51:18,526.7
4,2023:02:12 22:51:18,432.3
5,2023:02:12 22:51:18,69.6
1,2023:02:12 22:54:38,197.6
2,2023:02:12 22:54:38,224.1
3,2023:02:12 22:54:38,391.5
4,2023:02:12 22:54:38,240.5
5,2023:02:12 22:54:38,554.0
1,2023:02:12 22:57:58,484.1
2,2023:02:12 22:57:58,465.5
3,2023:02:12 22:57:58,356.2
4,2023:02:12 22:57:58,450.3
5,2023:02:12 22:57:58,292.2
1,2023:02:12 23:01:18,225.2
2,2023:02:12 23:01:18,19.2
3,2023:02:12 23:01:18,416.7
4,2023:02:12 23:01:18,124.7
5,2023:02:12 23:01:18,222.0
1,2023:02:12 23:04:38,444.2
2,2023:02:12 23:04:38,269.2
3,2023:02:12 23:04:38,406.7
4,2023:02:12 23:04:38,528.1
5,2023:02:12 23:04:38,267.0
1,2023:02:12 23:07:58,236.5
2,2023:02:12 23:07:58,358.4
3,2023:02:12 23:07:58,22.2
4,2023:02:12 23:07:58,351.6
5,2023:02:12 23:07:58,229.7
1,2023:02:12 23:11:18,118.1
2,2023:02:12 23:11:18,82.2
3,2023:02:12 23:11:18,491.6
4,2023:02:12 23:11:18,30.0
5,2023:02:12 23:11:18,171.1
1,2023:02:12 23:14:38,426.3
2,2023:02:12 23:14:38,278.1
3,2023:02:12 23:14:38,189.6
4,2023:02:12 23:14:38,534.7
5,2023:02:12 23:14:38,473.3
1,2023:02:12 23:17:58,162.0
2,2023:02:12 23:17:58,263.3
3,2023:02:12 23:17:58,581.8
4,2023:02:12 23:17:58,565.2
5,2023:02:12 23:17:58,176.7
1,2023:02:12 23:21:18,13.7
2,2023:02:12 23:21:18,375.0
3,2023:02:12 23:21:18,23.5
4,2023:02:12 23:21:18,51.2
5,2023:02:12 23:21:18,370.8
1,2023:02:12 23:24:38,99.5
2,2023:02:12 23:24:38,199.8
3,2023:02:12 23:24:38,441.6
4,2023:02:12 23:24:38,342.2
5,2023:02:12 23:24:38,538.0
1,2023:02:12 23:27:58,381.2
2,2023:02:12 23:27:58,221.2
3,2023:02:12 23:27:58,21.0
4,2023:02:12 23:27:58,32.5
5,2023:02:12 23:27:58,312.4
1,2023:02:12 23:31:18,543.2
2,2023:02:12 23:31:18,513.7
3,2023:02:12 23:31:18,159.2
4,2023:02:12 23:31:18,418.7
5,2023:02:12 23:31:18,491.0
1,2023:02:12 23:34:38,324.4
2,2023:02:12 23:34:38,172.0
3,2023:02:12 23:34:38,282.8
4,2023:02:12 23:34:38,190.7
5,2023:02:12 23:34:38,527.6
1,2023:02:12 23:37:58,112.0
2,2023:02:12 23:37:58,97.3
3,2023:02:12 23:37:58,596.8
4,2023:02:12 23:37:58,574.5
5,2023:02:12 23:37:58,264.4
1,2023:02:12 23:41:18,270.6
2,2023:02:12 23:41:18,220.3
3,2023:02:12 23:41:18,113.5
4,2023:02:12 23:41:18,133.3
5,2023:02:12 23:41:18,363.6
1,2023:02:12 23:44:38,418.6
2,2023:02:12 23:44:38,228.6
3,2023:02:12 23:44:38,461.3
4,2023:02:12 23:44:38,285.6
5,2023:02:12 23:44:38,436.8
1,2023:02:12 23:47:58,520.4
2,2023:02:12 23:47:58,521.4
3,2023:02:12 23:47:58,367.0
4,2023:02:12 23:47:58,286.6
5,2023:02:12 23:47:58,328.2
1,2023:02:12 23:51:18,429.5
2,2023:02:12 23:51:18,544.2
3,2023:02:12 23:51:18,95.8
4,2023:02:12 23:51:18,213.0
5,2023:02:12 23:51:18,131.4
1,2023:02:12 23:54:38,544.0
2,2023:02:12 23:54:38,329.5
3,2023:02:12 23:54:38,531.2
4,2023:02:12 23:54:38,304.3
5,2023:02:12 23:54:38,207.5
1,2023:02:12 23:57:58,109.6
2,2023:02:12 23:57:58,74.0
3,2023:02:12 23:57:58,437.7
4,2023:02:12 23:57:58,295.5
5,2023:02:12 23:57:58,316.8
1,2023:02:13 00:01:18,437.5
2,2023:02:13 00:01:18,87.4
3,2023:02:13 00:01:18,333.4
4,2023:02:13 00:01:18,39.5
5,2023:02:13 00:01:18,22.3
1,2023:02:13 00:04:38,391.2
2,2023:02:13 00:04:38,51.3
3,2023:02:13 00:04:38,208.2
4,2023:02:13 00:04:38,224.3
5,2023:02:13 00:04:38,411.1
1,2023:02:13 00:07:58,345.7
2,2023:02:13 00:07:58,391.6
3,2023:02:13 00:07:58,388.5
4,2023:02:13 00:07:58,195.1
5,2023:02:13 00:07:58,111.8
1,2023:02:13 00:11:18,94.4
2,2023:02:13 00:11:18,133.4
3,2023:02:13 00:11:18,597.8
4,2023:02:13 00:11:18,429.3
5,2023:02:13 00:11:18,246.1
1,2023:02:13 00:14:38,195.2
2,2023:02:13 00:14:38,554.8
3,2023:02:13 00:14:38,395.1
4,2023:02:13 00:14:38,87.2
5,2023:02:13 00:14:38,76.4
1,2023:02:13 00:17:58,159.4
2,2023:02:13 00:17:58,458.2
3,2023:02:13 00:17:58,387.5
4,2023:02:13 00:17:58,238.7
5,2023:02:13 00:17:58,541.5
1,2023:02:13 00:21:18,577.5
2,2023:02:13 00:21:18,84.3
3,2023:02:13 00:21:18,422.1
4,2023:02:13 00:21:18,89.3
5,2023:02:13 00:21:18,256.7
1,2023:02:13 00:24:38,530.0
2,2023:02:13 00:24:38,165.2
3,2023:02:13 00:24:38,28.1
4,2023:02:13 00:24:38,17.4
5,2023:02:13 00:24:38,358.1
1,2023:02:13 00:27:58,501.5
2,2023:02:13 00:27:58,164.5
3,2023:02:13 00:27:58,330.5
4,2023:02:13 00:27:58,585.3
5,2023:02:13 00:27:58,81.6
1,2023:02:13 00:31:18,49.3
2,2023:02:13 00:31:18,116.2
3,2023:02:13 00:31:18,566.6
4,2023:02:13 00:31:18,26.7
5,2023:02:13 00:31:18,97.8
1,2023:02:13 00:34:38,463.0
2,2023:02:13 00:34:38,387.0
3,2023:02:13 00:34:38,74.5
4,2023:02:13 00:34:38,61.3
5,2023:02:13 00:34:38,420.0
1,2023:02:13 00:37:58,29.6
2,2023:02:13 00:37:58,461.4
3,2023:02:13 00:37:58,577.2
4,2023:02:13 00:37:58,177.1
5,2023:02:13 00:37:58,361.3
1,2023:02:13 00:41:18,115.3
2,2023:02:13 00:41:18,104.1
3,2023:02:13 00:41:18,545.2
4,2023:02:13 00:41:18,107.6
5,2023:02:13 00:41:18,544.0
1,2023:02:13 00:44:38,590.2
2,2023:02:13 00:44:38,561.7
3,2023:02:13 00:44:38,507.0
4,2023:02:13 00:44:38,180.6
5,2023:02:13 00:44:38,236.2
1,2023:02:13 00:47:58,36.6
2,2023:02:13 00:47:58,459.3
3,2023:02:13 00:47:58,92.3
4,2023:02:13 00:47:58,120.7
5,2023:02:13 00:47:58,472.5
1,2023:02:13 00:51:18,11.6
2,2023:02:13 00:51:18,287.4
3,2023:02:13 00:51:18,290.7
4,2023:02:13 00:51:18,7.4
5,2023:02:13 00:51:18,133.4
1,2023:02:13 00:54:38,185.8
2,2023:02:13 00:54:38,8.1
3,2023:02:13 00:54:38,590.1
4,2023:02:13 00:54:38,561.7
5,2023:02:13 00:54:38,483.1
1,2023:02:13 00:57:58,506.1
2,2023:02:13 00:57:58,89.0
3,2023:02:13 00:57:58,465.0
4,2023:02:13 00:57:58,9.0
5,2023:02:13 00:57:58,551.8
1,2023:02:13 01:01:18,454.5
2,2023:02:13 01:01:18,150.8
3,2023:02:13 01:01:18,50.5
4,2023:02:13 01:01:18,327.8
5,2023:02:13 01:01:18,542.0
1,2023:02:13 01:04:38,314.2
2,2023:02:13 01:04:38,404.8
3,2023:02:13 01:04:38,294.3
4,2023:02:13 01:04:38,151.8
5,2023:02:13 01:04:38,540.0
1,2023:02:13 01:07:58,494.7
2,2023:02:13 01:07:58,359.0
3,2023:02:13 01:07:58,68.0
4,2023:02:13 01:07:58,247.2
5,2023:02:13 01:07:58,340.3
1,2023:02:13 01:11:18,31.2
2,2023:02:13 01:11:18,587.8
3,2023:02:13 01:11:18,515.1
4,2023:02:13 01:11:18,174.0
5,2023:02:13 01:11:18,206.6
1,2023:02:13 01:14:38,286.3
2,2023:02:13 01:14:38,179.1
3,2023:02:13 01:14:38,1.0
4,2023:02:13 01:14:38,394.1
5,2023:02:13 01:14:38,107.8
1,2023:02:13 01:17:58,389.6
2,2023:02:13 01:17:58,69.0
3,2023:02:13 01:17:58,523.0
4,2023:02:13 01:17:58,220.8
5,2023:02:13 01:17:58,461.6
1,2023:02:13 01:21:18,589.4
2,2023:02:13 01:21:18,456.4
3,2023:02:13 01:21:18,432.4
4,2023:02:13 01:21:18,58.8
5,2023:02:13 01:21:18,202.0
1,2023:02:13 01:24:38,288.6
2,2023:02:13 01:24:38,168.8
3,2023:02:13 01:24:38,543.5
4,2023:02:13 01:24:38,152.5
5,2023:02:13 01:24:38,122.8
1,2023:02:13 01:27:58,514.3
2,2023:02:13 01:27:58,140.6
3,2023:02:13 01:27:58,376.1
4,2023:02:13 01:27:58,526.3
5,2023:02:13 01:27:58,490.4
1,2023:02:13 01:31:18,379.2
2,2023:02:13 01:31:18,508.7
3,2023:02:13 01:31:18,393.1
4,2023:02:13 01:31:18,308.3
5,2023:02:13 01:31:18,491.4
1,2023:02:13 01:34:38,295.1
2,2023:02:13 01:34:38,237.2
3,2023:02:13 01:34:38,211.8
4,2023:02:13 01:34:38,8.6
5,2023:02:13 01:34:38,482.3
1,2023:02:13 01:37:58,31.8
2,2023:02:13 01:37:58,525.0
3,2023:02:13 01:37:58,145.8
4,2023:02:13 01:37:58,63.1
5,2023:02:13 01:37:58,400.2
1,2023:02:13 01:41:18,148.1
2,2023:02:13 01:41:18,96.6
3,2023:02:13 01:41:18,58.8
4,2023:02:13 01:41:18,116.0
5,2023:02:13 01:41:18,599.8
1,2023:02:13 01:44:38,206.5
2,2023:02:13 01:44:38,83.5
3,2023:02:13 01:44:38,221.0
4,2023:02:13 01:44:38,135.3
5,2023:02:13 01:44:38,492.8
1,2023:02:13 01:47:58,222.6
2,2023:02:13 01:47:58,345.0
3,2023:02:13 01:47:58,419.4
4,2023:02:13 01:47:58,475.2
5,2023:02:13 01:47:58,19.7
1,2023:02:13 01:51:18,312.7
2,2023:02:13 01:51:18,60.4
3,2023:02:13 01:51:18,125.8
4,2023:02:13 01:51:18,279.1
5,2023:02:13 01:51:18,127.7
1,2023:02:13 01:54:38,418.0
2,2023:02:13 01:54:38,450.1
3,2023:02:13 01:54:38,184.1
4,2023:02:13 01:54:38,408.1
5,2023:02:13 01:54:38,421.0
1,2023:02:13 01:57:58,268.4
2,2023:02:13 01:57:58,421.3
3,2023:02:13 01:57:58,552.5
4,2023:02:13 01:57:58,172.7
5,2023:02:13 01:57:58,188.7
1,2023:02:13 02:01:18,548.5
2,2023:02:13 02:01:18,335.5
3,2023:02:13 02:01:18,90.4
4,2023:02:13 02:01:18,234.5
5,2023:02:13 02:01:18,521.4
1,2023:02:13 02:04:38,139.4
2,2023:02:13 02:04:38,100.3
3,2023:02:13 02:04:38,160.3
4,2023:02:13 02:04:38,222.5
5,2023:02:13 02:04:38,38.6
1,2023:02:13 02:07:58,44.2
2,2023:02:13 02:07:58,232.7
3,2023:02:13 02:07:58,165.2
4,2023:02:13 02:07:58,315.0
5,2023:02:13 02:07:58,153.4
1,2023:02:13 02:11:18,594.4
2,2023:02:13 02:11:18,128.2
3,2023:02:13 02:11:18,77.4
4,2023:02:13 02:11:18,124.1
5,2023:02:13 02:11:18,375.8
1,2023:02:13 02:14:38,346.5
2,2023:02:13 02:14:38,232.5
3,2023:02:13 02:14:38,181.4
4,2023:02:13 02:14:38,488.0
5,2023:02:13 02:14:38,164.4
1,2023:02:13 02:17:58,422.5
2,2023:02:13 02:17:58,172.6
3,2023:02:13 02:17:58,496.4
4,2023:02:13 02:17:58,592.4
5,2023:02:13 02:17:58,500.7
1,2023:02:13 02:21:18,561.0
2,2023:02:13 02:21:18,190.4
3,2023:02:13 02:21:18,121.4
4,2023:02:13 02:21:18,250.2
5,2023:02:13 02:21:18,348.2
1,2023:02:13 02:24:38,588.5
2,2023:02:13 02:24:38,297.3
3,2023:02:13 02:24:38,486.1
4,2023:02:13 02:24:38,389.6
5,2023:02:13 02:24:38,410.3
1,2023:02:13 02:27:58,226.0
2,2023:02:13 02:27:58,105.0
3,2023:02:13 02:27:58,238.2
4,2023:02:13 02:27:58,60.5
5,2023:02:13 02:27:58,182.5
1,2023:02:13 02:31:18,73.0
2,2023:02:13 02:31:18,420.6
3,2023:02:13 02:31:18,327.4
4,2023:02:13 02:31:18,62.5
5,2023:02:13 02:31:18,365.7
1,2023:02:13 02:34:38,274.2
2,2023:02:13 02:34:38,401.5
3,2023:02:13 02:34:38,391.7
4,2023:02:13 02:34:38,189.8
5,2023:02:13 02:34:38,149.0
1,2023:02:13 02:37:58,150.3
2,2023:02:13 02:37:58,368.3
3,2023:02:13 02:37:58,303.2
4,2023:02:13 02:37:58,569.7
5,2023:02:13 02:37:58,275.8
1,2023:02:13 02:41:18,389.3
2,2023:02:13 02:41:18,539.7
3,2023:02:13 02:41:18,18.0
4,2023:02:13 02:41:18,143.1
5,2023:02:13 02:41:18,432.7
1,2023:02:13 02:44:38,344.0
2,2023:02:13 02:44:38,308.2
3,2023:02:13 02:44:38,357.0
4,2023:02:13 02:44:38,59.2
5,2023:02:13 02:44:38,196.8
1,2023:02:13 02:47:58,476.3
2,2023:02:13 02:47:58,524.2
3,2023:02:13 02:47:58,159.3
4,2023:02:13 02:47:58,336.0
5,2023:02:13 02:47:58,317.1
1,2023:02:13 02:51:18,182.8
2,2023:02:13 02:51:18,287.8
3,2023:02:13 02:51:18,169.1
4,2023:02:13 02:51:18,172.2
5,2023:02:13 02:51:18,293.2
1,2023:02:13 02:54:38,525.3
2,2023:02:13 02:54:38,105.7
3,2023:02:13 02:54:38,52.5
4,2023:02:13 02:54:38,489.7
5,2023:02:13 02:54:38,509.6
1,2023:02:13 02:57:58,532.8
2,2023:02:13 02:57:58,187.2
3,2023:02:13 02:57:58,363.0
4,2023:02:13 02:57:58,381.6
5,2023:02:13 02:57:58,492.0
1,2023:02:13 03:01:18,267.5
2,2023:02:13 03:01:18,205.0
3,2023:02:13 03:01:18,588.3
4,2023:02:13 03:01:18,413.4
5,2023:02:13 03:01:18,425.5
1,2023:02:13 03:04:38,88.0
2,2023:02:13 03:04:38,312.6
3,2023:02:13 03:04:38,305.1
4,2023:02:13 03:04:38,137.8
5,2023:02:13 03:04:38,317.0
1,2023:02:13 03:07:58,293.8
2,2023:02:13 03:07:58,61.0
3,2023:02:13 03:07:58,153.0
4,2023:02:13 03:07:58,388.0
5,2023:02:13 03:07:58,597.5
1,2023:02:13 03:11:18,362.1
2,2023:02:13 03:11:18,161.3
3,2023:02:13 03:11:18,392.7
4,2023:02:13 03:11:18,450.4
5,2023:02:13 03:11:18,45.7
1,2023:02:13 03:14:38,250.5
2,2023:02:13 03:14:38,89.7
3,2023:02:13 03:14:38,142.5
4,2023:02:13 03:14:38,72.0
5,2023:02:13 03:14:38,20.8
1,2023:02:13 03:17:58,281.7
2,2023:02:13 03:17:58,12.0
3,2023:02:13 03:17:58,279.0
4,2023:02:13 03:17:58,478.1
5,2023:02:13 03:17:58,439.4
1,2023:02:13 03:21:18,108.3
2,2023:02:13 03:21:18,275.6
3,2023:02:13 03:21:18,506.6
4,2023:02:13 03:21:18,7.8
5,2023:02:13 03:21:18,579.1
1,2023:02:13 03:24:38,418.5
2,2023:02:13 03:24:38,110.0
3,2023:02:13 03:24:38,480.5
4,2023:02:13 03:24:38,209.3
5,2023:02:13 03:24:38,101.3
1,2023:02:13 03:27:58,420.0
2,2023:02:13 03:27:58,36.1
3,2023:02:13 03:27:58,473.8
4,2023:02:13 03:27:58,89.3
5,2023:02:13 03:27:58,458.4
1,2023:02:13 03:31:18,540.4
2,2023:02:13 03:31:18,268.8
3,2023:02:13 03:31:18,231.8
4,2023:02:13 03:31:18,67.0
5,2023:02:13 03:31:18,433.0
1,2023:02:13 03:34:38,222.4
2,2023:02:13 03:34:38,485.8
3,2023:02:13 03:34:38,437.8
4,2023:02:13 03:34:38,196.7
5,2023:02:13 03:34:38,352.7
1,2023:02:13 03:37:58,26.3
2,2023:02:13 03:37:58,185.3
3,2023:02:13 03:37:58,296.3
4,2023:02:13 03:37:58,564.0
5,2023:02:13 03:37:58,429.5
1,2023:02:13 03:41:18,54.5
2,2023:02:13 03:41:18,338.4
3,2023:02:13 03:41:18,468.1
4,2023:02:13 03:41:18,462.4
5,2023:02:13 03:41:18,174.2
1,2023:02:13 03:44:38,144.6
2,2023:02:13 03:44:38,172.8
3,2023:02:13 03:44:38,435.3
4,2023:02:13 03:44:38,583.8
5,2023:02:13 03:44:38,295.6
1,2023:02:13 03:47:58,155.3
2,2023:02:13 03:47:58,117.8
3,2023:02:13 03:47:58,491.8
4,2023:02:13 03:47:58,291.3
5,2023:02:13 03:47:58,118.6
1,2023:02:13 03:51:18,473.1
2,2023:02:13 03:51:18,585.2
3,2023:02:13 03:51:18,499.5
4,2023:02:13 03:51:18,349.5
5,2023:02:13 03:51:18,408.1
1,2023:02:13 03:54:38,282.6
2,2023:02:13 03:54:38,98.6
3,2023:02:13 03:54:38,268.3
4,2023:02:13 03:54:38,95.0
5,2023:02:13 03:54:38,237.4
1,2023:02:13 03:57:58,215.6
2,2023:02:13 03:57:58,147.2
3,2023:02:13 03:57:58,279.4
4,2023:02:13 03:57:58,43.4
5,2023:02:13 03:57:58,406.5
1,2023:02:13 04:01:18,278.2
2,2023:02:13 04:01:18,598.8
3,2023:02:13 04:01:18,299.6
4,2023:02:13 04:01:18,573.2
5,2023:02:13 04:01:18,30.3
1,2023:02:13 04:04:38,340.7
2,2023:02:13 04:04:38,512.2
3,2023:02:13 04:04:38,104.6
4,2023:02:13 04:04:38,326.5
5,2023:02:13 04:04:38,159.4
1,2023:02:13 04:07:58,542.6
2,2023:02:13 04:07:58,221.8
3,2023:02:13 04:07:58,599.2
4,2023:02:13 04:07:58,88.6
5,2023:02:13 04:07:58,104.5
1,2023:02:13 04:11:18,513.2
2,2023:02:13 04:11:18,500.2
3,2023:02:13 04:11:18,20.3
4,2023:02:13 04:11:18,373.8
5,2023:02:13 04:11:18,433.8
1,2023:02:13 04:14:38,303.6
2,2023:02:13 04:14:38,340.4
3,2023:02:13 04:14:38,38.8
4,2023:02:13 04:14:38,193.4
5,2023:02:13 04:14:38,506.0
1,2023:02:13 04:17:58,261.8
2,2023:02:13 04:17:58,538.6
3,2023:02:13 04:17:58,161.0
4,2023:02:13 04:17:58,231.3
5,2023:02:13 04:17:58,224.2
1,2023:02:13 04:21:18,435.3
2,2023:02:13 04:21:18,435.5
3,2023:02:13 04:21:18,585.7
4,2023:02:13 04:21:18,355.1
5,2023:02:13 04:21:18,478.8
1,2023:02:13 04:24:38,271.8
2,2023:02:13 04:24:38,544.5
3,2023:02:13 04:24:38,118.0
4,2023:02:13 04:24:38,406.4
5,2023:02:13 04:24:38,119.8
1,2023:02:13 04:27:58,481.2
2,2023:02:13 04:27:58,535.1
3,2023:02:13 04:27:58,162.1
4,2023:02:13 04:27:58,435.1
5,2023:02:13 04:27:58,372.7
1,2023:02:13 04:31:18,534.8
2,2023:02:13 04:31:18,490.0
3,2023:02:13 04:31:18,550.8
4,2023:02:13 04:31:18,308.8
5,2023:02:13 04:31:18,122.1
1,2023:02:13 04:34:38,214.3
2,2023:02:13 04:34:38,230.6
3,2023:02:13 04:34:38,338.4
4,2023:02:13 04:34:38,259.4
5,2023:02:13 04:34:38,416.4
1,2023:02:13 04:37:58,48.5
2,2023:02:13 04:37:58,170.0
3,2023:02:13 04:37:58,54.1
4,2023:02:13 04:37:58,477.5
5,2023:02:13 04:37:58,466.0
1,2023:02:13 04:41:18,429.1
2,2023:02:13 04:41:18,172.2
3,2023:02:13 04:41:18,255.4
4,2023:02:13 04:41:18,120.4
5,2023:02:13 04:41:18,429.1
1,2023:02:13 04:44:38,146.0
2,2023:02:13 04:44:38,174.6
3,2023:02:13 04:44:38,544.6
4,2023:02:13 04:44:38,116.8
5,2023:02:13 04:44:38,283.6
1,2023:02:13 04:47:58,130.0
2,2023:02:13 04:47:58,373.5
3,2023:02:13 04:47:58,166.6
4,2023:02:13 04:47:58,425.8
5,2023:02:13 04:47:58,307.3
1,2023:02:13 04:51:18,560.0
2,2023:02:13 04:51:18,522.2
3,2023:02:13 04:51:18,456.2
4,2023:02:13 04:51:18,338.2
5,2023:02:13 04:51:18,530.7
1,2023:02:13 04:54:38,213.3
2,2023:02:13 04:54:38,187.3
3,2023:02:13 04:54:38,549.0
4,2023:02:13 04:54:38,195.3
5,2023:02:13 04:54:38,151.0
1,2023:02:13 04:57:58,445.7
2,2023:02:13 04:57:58,510.2
3,2023:02:13 04:57:58,238.6
4,2023:02:13 04:57:58,243.4
5,2023:02:13 04:57:58,162.6
1,2023:02:13 05:01:18,341.6
2,2023:02:13 05:01:18,179.6
3,2023:02:13 05:01:18,147.2
4,2023:02:13 05:01:18,115.4
5,2023:02:13 05:01:18,113.0
1,2023:02:13 05:04:38,116.1
2,2023:02:13 05:04:38,507.5
3,2023:02:13 05:04:38,141.3
4,2023:02:13 05:04:38,587.4
5,2023:02:13 05:04:38,520.4
1,2023:02:13 05:07:58,129.2
2,2023:02:13 05:07:58,306.6
3,2023:02:13 05:07:58,508.0
4,2023:02:13 05:07:58,403.7
5,2023:02:13 05:07:58,388.1
1,2023:02:13 05:11:18,543.2
2,2023:02:13 05:11:18,89.4
3,2023:02:13 05:11:18,36.3
4,2023:02:13 05:11:18,481.4
5,2023:02:13 05:11:18,373.0
1,2023:02:13 05:14:38,414.7
2,2023:02:13 05:14:38,534.0
3,2023:02:13 05:14:38,335.1
4,2023:02:13 05:14:38,408.4
5,2023:02:13 05:14:38,569.6
1,2023:02:13 05:17:58,311.2
2,2023:02:13 05:17:58,84.5
3,2023:02:13 05:17:58,531.8
4,2023:02:13 05:17:58,338.7
5,2023:02:13 05:17:58,188.8
1,2023:02:13 05:21:18,94.7
2,2023:02:13 05:21:18,489.8
3,2023:02:13 05:21:18,466.1
4,2023:02:13 05:21:18,331.7
5,2023:02:13 05:21:18,43.6
1,2023:02:13 05:24:38,597.4
2,2023:02:13 05:24:38,569.6
3,2023:02:13 05:24:38,295.6
4,2023:02:13 05:24:38,265.6
5,2023:02:13 05:24:38,556.8
1,2023:02:13 05:27:58,333.4
2,2023:02:13 05:27:58,344.5
3,2023:02:13 05:27:58,256.4
4,2023:02:13 05:27:58,582.1
5,2023:02:13 05:27:58,10.0
1,2023:02:13 05:31:18,392.0
2,2023:02:13 05:31:18,171.3
3,2023:02:13 05:31:18,584.5
4,2023:02:13 05:31:18,237.2
5,2023:02:13 05:31:18,519.6
1,2023:02:13 05:34:38,98.7
2,2023:02:13 05:34:38,253.0
3,2023:02:13 05:34:38,336.2
4,2023:02:13 05:34:38,592.0
5,2023:02:13 05:34:38,378.1
1,2023:02:13 05:37:58,424.2
2,2023:02:13 05:37:58,482.7
3,2023:02:13 05:37:58,282.7
4,2023:02:13 05:37:58,531.5
5,2023:02:13 05:37:58,563.7
1,2023:02:13 05:41:18,428.7
2,2023:02:13 05:41:18,240.0
3,2023:02:13 05:41:18,337.7
4,2023:02:13 05:41:18,156.7
5,2023:02:13 05:41:18,172.2
1,2023:02:13 05:44:38,106.5
2,2023:02:13 05:44:38,357.0
3,2023:02:13 05:44:38,179.2
4,2023:02:13 05:44:38,333.3
5,2023:02:13 05:44:38,345.2
1,2023:02:13 05:47:58,33.5
2,2023:02:13 05:47:58,589.5
3,2023:02:13 05:47:58,477.2
4,2023:02:13 05:47:58,343.7
